id,lang,category_id,category_zh,category_en,kind,text,amount,currency,note,date_spec,dates,anchor_date
mobile_phone-en-004,en,mobile_phone,通讯话费,Mobile and Phone,expense,"Data package renewal every day this week, 30 yuan",30,CNY,Data package,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06,2026-08-31
mobile_phone-en-005,en,mobile_phone,通讯话费,Mobile and Phone,expense,International call charges 120 bucks,120,CNY,International calls,anchor,2026-08-31,2026-08-31
mobile_phone-en-006,en,mobile_phone,通讯话费,Mobile and Phone,expense,Phone plan charge 99 yuan,99,CNY,Plan charge,anchor,2026-08-31,2026-08-31
mobile_phone-en-007,en,mobile_phone,通讯话费,Mobile and Phone,expense,Phone card monthly fee 68 HKD,68,HKD,Monthly fee,anchor,2026-08-31,2026-08-31
mobile_phone-en-008,en,mobile_phone,通讯话费,Mobile and Phone,expense,Roaming charges 45 yuan,45,CNY,Roaming,anchor,2026-08-31,2026-08-31
mobile_phone-en-009,en,mobile_phone,通讯话费,Mobile and Phone,expense,"Overseas SIM top-up today and tomorrow, 50 USD each",50,USD,Overseas SIM,"rel:0,1",2026-08-31|2026-09-01,2026-08-31
mobile_phone-en-010,en,mobile_phone,通讯话费,Mobile and Phone,expense,Broadband bundle phone charge 129 bucks,129,CNY,Broadband bundle,anchor,2026-08-31,2026-08-31
mobile_phone-en-011,en,mobile_phone,通讯话费,Mobile and Phone,expense,Number retention fee 5 yuan a month,5,CNY,Number retention fee,anchor,2026-08-31,2026-08-31
mobile_phone-en-012,en,mobile_phone,通讯话费,Mobile and Phone,expense,"Topped up low balance, 200 bucks",200,CNY,Top-up,anchor,2026-08-31,2026-08-31
mobile_phone-en-013,en,mobile_phone,通讯话费,Mobile and Phone,expense,HK contract plan 128 HKD a month,128,HKD,Contract plan,anchor,2026-08-31,2026-08-31
mobile_phone-en-014,en,mobile_phone,通讯话费,Mobile and Phone,expense,SMS package 10 yuan for 100 texts,10,CNY,SMS package,anchor,2026-08-31,2026-08-31
mobile_phone-en-015,en,mobile_phone,通讯话费,Mobile and Phone,expense,"Caller ID fee this Thursday, 6 bucks a month",6,CNY,Caller ID fee,weekday:4,2026-09-03,2026-08-31
mobile_phone-en-016,en,mobile_phone,通讯话费,Mobile and Phone,expense,Out-of-area call charges 25 yuan,25,CNY,Out-of-area calls,anchor,2026-08-31,2026-08-31
mobile_phone-en-017,en,mobile_phone,通讯话费,Mobile and Phone,expense,SIM replacement fee 20 bucks,20,CNY,SIM replacement,anchor,2026-08-31,2026-08-31
mobile_phone-en-018,en,mobile_phone,通讯话费,Mobile and Phone,expense,HK prepaid card top-up 100 HKD,100,HKD,Prepaid card,anchor,2026-08-31,2026-08-31
mobile_phone-en-019,en,mobile_phone,通讯话费,Mobile and Phone,expense,Corporate short code fee 10 yuan a month,10,CNY,Short code fee,anchor,2026-08-31,2026-08-31
mobile_phone-en-020,en,mobile_phone,通讯话费,Mobile and Phone,expense,"Paid overdue phone bill, 80 bucks",80,CNY,Arrears payment,anchor,2026-08-31,2026-08-31
mobile_phone-en-021,en,mobile_phone,通讯话费,Mobile and Phone,expense,"Value-added service fee on Aug 9, 15 yuan a month",15,CNY,Value-added service,ymd:2026-08-09,2026-08-09,2026-08-31
mobile_phone-en-022,en,mobile_phone,通讯话费,Mobile and Phone,expense,International roaming day pass 30 yuan,30,CNY,International roaming,anchor,2026-08-31,2026-08-31
mobile_phone-en-023,en,mobile_phone,通讯话费,Mobile and Phone,expense,Hutchison monthly fee 98 HKD,98,HKD,Monthly fee,anchor,2026-08-31,2026-08-31
mobile_phone-en-024,en,mobile_phone,通讯话费,Mobile and Phone,expense,Family number plan 5 yuan a month,5,CNY,Family number plan,anchor,2026-08-31,2026-08-31
mobile_phone-en-025,en,mobile_phone,通讯话费,Mobile and Phone,expense,Phone bill receipt printing fee 2 bucks,2,CNY,Receipt printing fee,anchor,2026-08-31,2026-08-31
mobile_phone-en-026,en,mobile_phone,通讯话费,Mobile and Phone,expense,4G to 5G plan upgrade 129 yuan a month,129,CNY,Plan upgrade,anchor,2026-08-31,2026-08-31
mobile_phone-en-027,en,mobile_phone,通讯话费,Mobile and Phone,expense,HK number transfer fee 50 HKD,50,HKD,Number transfer fee,anchor,2026-08-31,2026-08-31
mobile_phone-en-028,en,mobile_phone,通讯话费,Mobile and Phone,expense,Ringtone service 8 yuan a month,8,CNY,Ringtone service,anchor,2026-08-31,2026-08-31
mobile_phone-en-029,en,mobile_phone,通讯话费,Mobile and Phone,expense,Overtime call charge 30 bucks,30,CNY,Overtime charge,anchor,2026-08-31,2026-08-31
mobile_phone-en-030,en,mobile_phone,通讯话费,Mobile and Phone,expense,Secondary SIM fee 10 yuan a month,10,CNY,Secondary SIM,anchor,2026-08-31,2026-08-31
mobile_phone-en-031,en,mobile_phone,通讯话费,Mobile and Phone,expense,"HK roaming to mainland every day last week, 28 HKD daily",28,HKD,Roaming,week:-1,2026-08-24|2026-08-25|2026-08-26|2026-08-27|2026-08-28|2026-08-29|2026-08-30,2026-08-31
mobile_phone-en-032,en,mobile_phone,通讯话费,Mobile and Phone,expense,Points redeemed for 50 yuan off bill,50,CNY,Points redemption,anchor,2026-08-31,2026-08-31
mobile_phone-en-033,en,mobile_phone,通讯话费,Mobile and Phone,expense,Spam call blocker 3 yuan a month,3,CNY,Spam call blocker,anchor,2026-08-31,2026-08-31
mobile_phone-en-034,en,mobile_phone,通讯话费,Mobile and Phone,expense,Vanity number deposit 500 yuan,500,CNY,Vanity number deposit,anchor,2026-08-31,2026-08-31
mobile_phone-en-035,en,mobile_phone,通讯话费,Mobile and Phone,expense,HK contract deposit 200 HKD,200,HKD,Contract deposit,anchor,2026-08-31,2026-08-31
mobile_phone-en-036,en,mobile_phone,通讯话费,Mobile and Phone,expense,Night call package 10 yuan a month,10,CNY,Night call package,anchor,2026-08-31,2026-08-31
mobile_phone-en-037,en,mobile_phone,通讯话费,Mobile and Phone,expense,Domestic call plan 68 yuan a month,68,CNY,Call plan,anchor,2026-08-31,2026-08-31
mobile_phone-en-038,en,mobile_phone,通讯话费,Mobile and Phone,expense,HK unlimited local calls plan 88 HKD,88,HKD,Unlimited local calls,anchor,2026-08-31,2026-08-31
mobile_phone-en-039,en,mobile_phone,通讯话费,Mobile and Phone,expense,"Checked balance, 52 yuan left",52,CNY,Balance check,anchor,2026-08-31,2026-08-31
mobile_phone-en-040,en,mobile_phone,通讯话费,Mobile and Phone,expense,Overcharged phone bill refund 30 bucks,30,CNY,Refund,anchor,2026-08-31,2026-08-31
mobile_phone-en-041,en,mobile_phone,通讯话费,Mobile and Phone,expense,Final phone bill on account closure 45 yuan,45,CNY,Account closure,anchor,2026-08-31,2026-08-31
mobile_phone-en-042,en,mobile_phone,通讯话费,Mobile and Phone,expense,HK dual-number plan 50 HKD a month,50,HKD,Dual-number plan,anchor,2026-08-31,2026-08-31
mobile_phone-en-043,en,mobile_phone,通讯话费,Mobile and Phone,expense,App-specific data plan 19 yuan a month,19,CNY,App-specific data,anchor,2026-08-31,2026-08-31
mobile_phone-en-044,en,mobile_phone,通讯话费,Mobile and Phone,expense,General data package 50 yuan for 20GB,50,CNY,General data package,anchor,2026-08-31,2026-08-31
mobile_phone-en-045,en,mobile_phone,通讯话费,Mobile and Phone,expense,HK daily data plan 20 HKD,20,HKD,Data plan,anchor,2026-08-31,2026-08-31
mobile_phone-en-046,en,mobile_phone,通讯话费,Mobile and Phone,expense,Auto phone bill payment 99 yuan,99,CNY,Auto payment,anchor,2026-08-31,2026-08-31
mobile_phone-en-047,en,mobile_phone,通讯话费,Mobile and Phone,expense,Remote SIM replacement fee 30 bucks,30,CNY,Remote SIM replacement,anchor,2026-08-31,2026-08-31
mobile_phone-en-048,en,mobile_phone,通讯话费,Mobile and Phone,expense,"HK phone card top-up promo, paid 200 HKD",200,HKD,Top-up promo,anchor,2026-08-31,2026-08-31
mobile_phone-en-049,en,mobile_phone,通讯话费,Mobile and Phone,expense,HK 5G plan 168 HKD a month,168,HKD,5G plan,anchor,2026-08-31,2026-08-31
mobile_phone-en-050,en,mobile_phone,通讯话费,Mobile and Phone,expense,"Topped up phone balance, 50 yuan",50,CNY,Top-up,anchor,2026-08-31,2026-08-31
broadband-en-001,en,broadband,宽带网络,Broadband,expense,"Paid annual broadband fee, 600 yuan",600,CNY,Annual fee,anchor,2026-08-31,2026-08-31
broadband-en-002,en,broadband,宽带网络,Broadband,expense,"Monthly internet fee deducted yesterday, 50 bucks",50,CNY,Monthly fee,rel:-1,2026-08-30,2026-08-31
broadband-en-003,en,broadband,宽带网络,Broadband,expense,HK fiber broadband monthly fee 128 HKD,128,HKD,Fiber monthly fee,anchor,2026-08-31,2026-08-31
broadband-en-004,en,broadband,宽带网络,Broadband,expense,Broadband speed upgrade 200 yuan,200,CNY,Speed upgrade,anchor,2026-08-31,2026-08-31
broadband-en-005,en,broadband,宽带网络,Broadband,expense,Broadband installation fee 100 bucks,100,CNY,Installation fee,anchor,2026-08-31,2026-08-31
broadband-en-006,en,broadband,宽带网络,Broadband,expense,"Home gigabit broadband annual fee this Monday, 960 yuan",960,CNY,Gigabit annual fee,weekday:1,2026-08-31,2026-08-31
broadband-en-007,en,broadband,宽带网络,Broadband,expense,Business broadband monthly fee 380 HKD,380,HKD,Business broadband,anchor,2026-08-31,2026-08-31
broadband-en-008,en,broadband,宽带网络,Broadband,expense,Router rental 20 yuan a month,20,CNY,Router rental,anchor,2026-08-31,2026-08-31
broadband-en-009,en,broadband,宽带网络,Broadband,expense,Overseas internet fee 80 USD,80,USD,Overseas internet,anchor,2026-08-31,2026-08-31
broadband-en-010,en,broadband,宽带网络,Broadband,expense,"Broadband renewal after discount, 500 bucks",500,CNY,Renewal,anchor,2026-08-31,2026-08-31
broadband-en-011,en,broadband,宽带网络,Broadband,expense,"Broadband relocation fee on Aug 3, 80 yuan",80,CNY,Relocation,ymd:2026-08-03,2026-08-03,2026-08-31
broadband-en-012,en,broadband,宽带网络,Broadband,expense,Modem deposit 100 bucks,100,CNY,Modem deposit,anchor,2026-08-31,2026-08-31
broadband-en-013,en,broadband,宽带网络,Broadband,expense,HK 1000M broadband monthly fee 198 HKD,198,HKD,Gigabit monthly fee,anchor,2026-08-31,2026-08-31
broadband-en-014,en,broadband,宽带网络,Broadband,expense,Speed test refund 50 yuan,50,CNY,Refund,anchor,2026-08-31,2026-08-31
broadband-en-015,en,broadband,宽带网络,Broadband,expense,Broadband install labor fee 150 bucks,150,CNY,Installation labor,anchor,2026-08-31,2026-08-31
broadband-en-016,en,broadband,宽带网络,Broadband,expense,Campus broadband half-year fee 280 yuan,280,CNY,Campus broadband,anchor,2026-08-31,2026-08-31
broadband-en-017,en,broadband,宽带网络,Broadband,expense,HK residential broadband monthly fee 99 HKD,99,HKD,Residential broadband,anchor,2026-08-31,2026-08-31
broadband-en-018,en,broadband,宽带网络,Broadband,expense,Broadband repair visit 50 yuan,50,CNY,Repair visit,anchor,2026-08-31,2026-08-31
broadband-en-019,en,broadband,宽带网络,Broadband,expense,Broadband plus IPTV add-on 30 bucks a month,30,CNY,IPTV add-on,anchor,2026-08-31,2026-08-31
broadband-en-020,en,broadband,宽带网络,Broadband,expense,Enterprise broadband annual fee 5000 yuan,5000,CNY,Enterprise broadband,anchor,2026-08-31,2026-08-31
broadband-en-021,en,broadband,宽带网络,Broadband,expense,Broadband cancellation penalty 80 bucks,80,CNY,Cancellation fee,anchor,2026-08-31,2026-08-31
broadband-en-022,en,broadband,宽带网络,Broadband,expense,HK commercial broadband monthly fee 480 HKD,480,HKD,Commercial broadband,anchor,2026-08-31,2026-08-31
broadband-en-023,en,broadband,宽带网络,Broadband,expense,Wireless broadband 60 yuan a month,60,CNY,Wireless broadband,anchor,2026-08-31,2026-08-31
broadband-en-024,en,broadband,宽带网络,Broadband,expense,Broadband plan with phone bundle 129 bucks a month,129,CNY,Phone bundle,anchor,2026-08-31,2026-08-31
broadband-en-025,en,broadband,宽带网络,Broadband,expense,Fiber install labor fee 200 yuan,200,CNY,Fiber install labor,anchor,2026-08-31,2026-08-31
broadband-en-026,en,broadband,宽带网络,Broadband,expense,Modem replacement 150 bucks,150,CNY,Modem replacement,anchor,2026-08-31,2026-08-31
broadband-en-027,en,broadband,宽带网络,Broadband,expense,HK broadband renewal discount 200 HKD,200,HKD,Renewal discount,anchor,2026-08-31,2026-08-31
broadband-en-028,en,broadband,宽带网络,Broadband,expense,Community broadband monthly fee 80 yuan,80,CNY,Community broadband,anchor,2026-08-31,2026-08-31
broadband-en-029,en,broadband,宽带网络,Broadband,expense,Broadband overage charge 50 bucks,50,CNY,Overage charge,anchor,2026-08-31,2026-08-31
broadband-en-030,en,broadband,宽带网络,Broadband,expense,Dedicated line broadband 1000 yuan a month,1000,CNY,Dedicated line,anchor,2026-08-31,2026-08-31
broadband-en-031,en,broadband,宽带网络,Broadband,expense,HK 100M broadband monthly fee 88 HKD,88,HKD,100M monthly fee,anchor,2026-08-31,2026-08-31
broadband-en-032,en,broadband,宽带网络,Broadband,expense,Broadband suspension fee 10 yuan a month,10,CNY,Service suspension fee,anchor,2026-08-31,2026-08-31
broadband-en-033,en,broadband,宽带网络,Broadband,expense,Broadband account transfer fee 30 bucks,30,CNY,Account transfer,anchor,2026-08-31,2026-08-31
broadband-en-034,en,broadband,宽带网络,Broadband,expense,Home broadband phone bundle 99 yuan a month,99,CNY,Phone bundle plan,anchor,2026-08-31,2026-08-31
broadband-en-035,en,broadband,宽带网络,Broadband,expense,HK broadband installation fee 300 HKD,300,HKD,Installation fee,anchor,2026-08-31,2026-08-31
broadband-en-036,en,broadband,宽带网络,Broadband,expense,500M speed upgrade add-on 30 yuan a month,30,CNY,Speed upgrade add-on,anchor,2026-08-31,2026-08-31
broadband-en-037,en,broadband,宽带网络,Broadband,expense,"Paid overdue broadband bill, 120 bucks",120,CNY,Arrears payment,anchor,2026-08-31,2026-08-31
broadband-en-038,en,broadband,宽带网络,Broadband,expense,HK Netvigator broadband monthly fee 158 HKD,158,HKD,Netvigator plan,anchor,2026-08-31,2026-08-31
broadband-en-039,en,broadband,宽带网络,Broadband,expense,Rural broadband annual fee 480 yuan,480,CNY,Rural broadband,anchor,2026-08-31,2026-08-31
broadband-en-040,en,broadband,宽带网络,Broadband,expense,Router setup fee 50 bucks,50,CNY,Router setup fee,anchor,2026-08-31,2026-08-31
broadband-en-041,en,broadband,宽带网络,Broadband,expense,Apartment broadband 50 yuan a month,50,CNY,Apartment broadband,anchor,2026-08-31,2026-08-31
broadband-en-042,en,broadband,宽带网络,Broadband,expense,HK cable broadband monthly fee 78 HKD,78,HKD,Cable broadband,anchor,2026-08-31,2026-08-31
broadband-en-043,en,broadband,宽带网络,Broadband,expense,"Annual prepay with 2 free months, 600 yuan",600,CNY,Annual prepay deal,anchor,2026-08-31,2026-08-31
broadband-en-044,en,broadband,宽带网络,Broadband,expense,Optical module replacement 80 bucks,80,CNY,Optical module,anchor,2026-08-31,2026-08-31
broadband-en-045,en,broadband,宽带网络,Broadband,expense,Shop broadband 150 yuan a month,150,CNY,Shop broadband,anchor,2026-08-31,2026-08-31
broadband-en-046,en,broadband,宽带网络,Broadband,expense,HK shared antenna fee 30 HKD a month,30,HKD,Shared antenna fee,anchor,2026-08-31,2026-08-31
broadband-en-047,en,broadband,宽带网络,Broadband,expense,Broadband complaint refund 50 yuan,50,CNY,Complaint refund,anchor,2026-08-31,2026-08-31
broadband-en-048,en,broadband,宽带网络,Broadband,expense,Ethernet cable replacement 20 bucks,20,CNY,Ethernet cable,anchor,2026-08-31,2026-08-31
broadband-en-049,en,broadband,宽带网络,Broadband,expense,Gigabit broadband 120 yuan a month,120,CNY,Gigabit monthly fee,anchor,2026-08-31,2026-08-31
broadband-en-050,en,broadband,宽带网络,Broadband,expense,"HK broadband renewal discount after contract, 100 HKD",100,HKD,Renewal discount,anchor,2026-08-31,2026-08-31
medical-en-001,en,medical,医疗诊疗,Medical Care,expense,"Hospital registration and visit yesterday, 300 yuan",300,CNY,Outpatient visit,rel:-1,2026-08-30,2026-08-31
medical-en-002,en,medical,医疗诊疗,Medical Care,expense,Paid dentist 800 bucks,800,CNY,Dental visit,anchor,2026-08-31,2026-08-31
medical-en-003,en,medical,医疗诊疗,Medical Care,expense,Private hospital consultation 500 HKD,500,HKD,Private clinic visit,anchor,2026-08-31,2026-08-31
medical-en-004,en,medical,医疗诊疗,Medical Care,expense,Health checkup package 1200 yuan,1200,CNY,Health checkup,anchor,2026-08-31,2026-08-31
medical-en-005,en,medical,医疗诊疗,Medical Care,expense,Injection and IV treatment 280 bucks,280,CNY,IV treatment,anchor,2026-08-31,2026-08-31
medical-en-006,en,medical,医疗诊疗,Medical Care,expense,Eye exam 150 yuan,150,CNY,Eye exam,anchor,2026-08-31,2026-08-31
medical-en-007,en,medical,医疗诊疗,Medical Care,expense,TCM therapy 380 HKD,380,HKD,TCM therapy,anchor,2026-08-31,2026-08-31
medical-en-008,en,medical,医疗诊疗,Medical Care,expense,Prenatal checkup 600 yuan,600,CNY,Prenatal checkup,anchor,2026-08-31,2026-08-31
medical-en-009,en,medical,医疗诊疗,Medical Care,expense,Overseas doctor registration 200 USD,200,USD,Overseas registration,anchor,2026-08-31,2026-08-31
medical-en-010,en,medical,医疗诊疗,Medical Care,expense,Dermatology visit 450 bucks,450,CNY,Dermatology visit,anchor,2026-08-31,2026-08-31
medical-en-011,en,medical,医疗诊疗,Medical Care,expense,Orthopedic X-ray 180 yuan,180,CNY,X-ray,anchor,2026-08-31,2026-08-31
medical-en-012,en,medical,医疗诊疗,Medical Care,expense,"Dental cleaning today and tomorrow, 200 bucks each",200,CNY,Teeth cleaning,"rel:0,1",2026-08-31|2026-09-01,2026-08-31
medical-en-013,en,medical,医疗诊疗,Medical Care,expense,HK private hospital consultation fee 800 HKD,800,HKD,Private hospital fee,anchor,2026-08-31,2026-08-31
medical-en-014,en,medical,医疗诊疗,Medical Care,expense,Blood routine test 50 yuan,50,CNY,Blood test,anchor,2026-08-31,2026-08-31
medical-en-015,en,medical,医疗诊疗,Medical Care,expense,ECG test 80 bucks,80,CNY,ECG,anchor,2026-08-31,2026-08-31
medical-en-016,en,medical,医疗诊疗,Medical Care,expense,Gynecology visit 300 yuan,300,CNY,Gynecology visit,anchor,2026-08-31,2026-08-31
medical-en-017,en,medical,医疗诊疗,Medical Care,expense,"Acupuncture and massage today through the day after tomorrow, 120 bucks each",120,CNY,Acupuncture and massage,span:0:2,2026-08-31|2026-09-01|2026-09-02,2026-08-31
medical-en-018,en,medical,医疗诊疗,Medical Care,expense,HK public hospital registration fee 50 HKD,50,HKD,Public hospital fee,anchor,2026-08-31,2026-08-31
medical-en-019,en,medical,医疗诊疗,Medical Care,expense,CT scan 800 yuan,800,CNY,CT scan,anchor,2026-08-31,2026-08-31
medical-en-020,en,medical,医疗诊疗,Medical Care,expense,Tetanus shot 150 bucks,150,CNY,Tetanus shot,anchor,2026-08-31,2026-08-31
medical-en-021,en,medical,医疗诊疗,Medical Care,expense,ENT exam 200 yuan,200,CNY,ENT exam,anchor,2026-08-31,2026-08-31
medical-en-022,en,medical,医疗诊疗,Medical Care,expense,Cupping and scraping 80 bucks,80,CNY,Cupping and scraping,anchor,2026-08-31,2026-08-31
medical-en-023,en,medical,医疗诊疗,Medical Care,expense,HK health checkup package 1500 HKD,1500,HKD,Health checkup,anchor,2026-08-31,2026-08-31
medical-en-024,en,medical,医疗诊疗,Medical Care,expense,Ultrasound 120 yuan,120,CNY,Ultrasound,anchor,2026-08-31,2026-08-31
medical-en-025,en,medical,医疗诊疗,Medical Care,expense,Surgical sutures 300 bucks,300,CNY,Sutures,anchor,2026-08-31,2026-08-31
medical-en-026,en,medical,医疗诊疗,Medical Care,expense,"Internal medicine specialist fee this Wednesday, 100 yuan",100,CNY,Specialist registration,weekday:3,2026-09-02,2026-08-31
medical-en-027,en,medical,医疗诊疗,Medical Care,expense,Moxibustion session 90 bucks,90,CNY,Moxibustion session,anchor,2026-08-31,2026-08-31
medical-en-028,en,medical,医疗诊疗,Medical Care,expense,HK dental filling 500 HKD per tooth,500,HKD,Dental filling,anchor,2026-08-31,2026-08-31
medical-en-029,en,medical,医疗诊疗,Medical Care,expense,MRI scan 1200 yuan,1200,CNY,MRI scan,anchor,2026-08-31,2026-08-31
medical-en-030,en,medical,医疗诊疗,Medical Care,expense,"Rabies vaccine course, 5 shots 400 bucks",400,CNY,Rabies vaccine,anchor,2026-08-31,2026-08-31
medical-en-031,en,medical,医疗诊疗,Medical Care,expense,Pediatrics visit 180 yuan,180,CNY,Pediatrics visit,anchor,2026-08-31,2026-08-31
medical-en-032,en,medical,医疗诊疗,Medical Care,expense,Herbal steam therapy 150 bucks,150,CNY,Herbal steam therapy,anchor,2026-08-31,2026-08-31
medical-en-033,en,medical,医疗诊疗,Medical Care,expense,"HK emergency room visit on Aug 22, 180 HKD",180,HKD,Emergency room,ymd:2026-08-22,2026-08-22,2026-08-31
medical-en-034,en,medical,医疗诊疗,Medical Care,expense,Urinalysis 30 yuan,30,CNY,Urinalysis,anchor,2026-08-31,2026-08-31
medical-en-035,en,medical,医疗诊疗,Medical Care,expense,"Rehabilitation every day last week, 200 bucks per session",200,CNY,Rehabilitation,week:-1,2026-08-24|2026-08-25|2026-08-26|2026-08-27|2026-08-28|2026-08-29|2026-08-30,2026-08-31
medical-en-036,en,medical,医疗诊疗,Medical Care,expense,Respiratory clinic registration 25 yuan,25,CNY,Respiratory clinic,anchor,2026-08-31,2026-08-31
medical-en-037,en,medical,医疗诊疗,Medical Care,expense,Minor wound debridement and sutures 500 bucks,500,CNY,Minor surgery,anchor,2026-08-31,2026-08-31
medical-en-038,en,medical,医疗诊疗,Medical Care,expense,HK specialist clinic fee 600 HKD,600,HKD,Specialist clinic,anchor,2026-08-31,2026-08-31
medical-en-039,en,medical,医疗诊疗,Medical Care,expense,Liver function test 120 yuan,120,CNY,Liver function test,anchor,2026-08-31,2026-08-31
medical-en-040,en,medical,医疗诊疗,Medical Care,expense,Lumbar traction session 80 bucks,80,CNY,Lumbar traction,anchor,2026-08-31,2026-08-31
medical-en-041,en,medical,医疗诊疗,Medical Care,expense,Dermatology laser treatment 800 yuan,800,CNY,Laser treatment,anchor,2026-08-31,2026-08-31
medical-en-042,en,medical,医疗诊疗,Medical Care,expense,Vision exam 50 bucks,50,CNY,Eye exam,anchor,2026-08-31,2026-08-31
medical-en-043,en,medical,医疗诊疗,Medical Care,expense,HK TCM consultation 300 HKD,300,HKD,TCM consultation,anchor,2026-08-31,2026-08-31
medical-en-044,en,medical,医疗诊疗,Medical Care,expense,Gastroscopy 400 yuan,400,CNY,Gastroscopy,anchor,2026-08-31,2026-08-31
medical-en-045,en,medical,医疗诊疗,Medical Care,expense,Wound dressing change 30 bucks,30,CNY,Wound dressing,anchor,2026-08-31,2026-08-31
medical-en-046,en,medical,医疗诊疗,Medical Care,expense,Allergy test 600 yuan,600,CNY,Allergy test,anchor,2026-08-31,2026-08-31
medical-en-047,en,medical,医疗诊疗,Medical Care,expense,Massage therapy one hour 100 bucks,100,CNY,Massage therapy,anchor,2026-08-31,2026-08-31
medical-en-048,en,medical,医疗诊疗,Medical Care,expense,HK health screening 2000 HKD,2000,HKD,Health screening,anchor,2026-08-31,2026-08-31
medical-en-049,en,medical,医疗诊疗,Medical Care,expense,Orthodontic checkup 200 yuan,200,CNY,Orthodontic exam,anchor,2026-08-31,2026-08-31
medical-en-050,en,medical,医疗诊疗,Medical Care,expense,Dental X-ray 80 yuan,80,CNY,Dental X-ray,anchor,2026-08-31,2026-08-31
pharmacy-en-001,en,pharmacy,药品保健,Pharmacy,expense,Bought cold medicine yesterday for 45 yuan,45,CNY,cold medicine,rel:-1,2026-08-30,2026-08-31
pharmacy-en-002,en,pharmacy,药品保健,Pharmacy,expense,Stocked up on fever reducers for 120 bucks,120,CNY,fever medicine,anchor,2026-08-31,2026-08-31
pharmacy-en-003,en,pharmacy,药品保健,Pharmacy,expense,Vitamin pills cost 180 HKD,180,HKD,vitamins,anchor,2026-08-31,2026-08-31
pharmacy-en-004,en,pharmacy,药品保健,Pharmacy,expense,Band-aids and iodine cost 25 yuan,25,CNY,wound supplies,anchor,2026-08-31,2026-08-31
pharmacy-en-005,en,pharmacy,药品保健,Pharmacy,expense,Protein powder was 320 bucks,320,CNY,protein powder,anchor,2026-08-31,2026-08-31
pharmacy-en-006,en,pharmacy,药品保健,Pharmacy,expense,Log 150 yuan daily this week for blood pressure meds,150,CNY,blood pressure meds,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06,2026-08-31
pharmacy-en-007,en,pharmacy,药品保健,Pharmacy,expense,Probiotics cost 260 HKD,260,HKD,probiotics,anchor,2026-08-31,2026-08-31
pharmacy-en-008,en,pharmacy,药品保健,Pharmacy,expense,Eye drops were 68 yuan,68,CNY,eye drops,anchor,2026-08-31,2026-08-31
pharmacy-en-009,en,pharmacy,药品保健,Pharmacy,expense,Log 80 USD today and tomorrow for overseas supplements,80,USD,supplements,"rel:0,1",2026-08-31|2026-09-01,2026-08-31
pharmacy-en-010,en,pharmacy,药品保健,Pharmacy,expense,Calcium tablets cost 110 bucks,110,CNY,calcium tablets,anchor,2026-08-31,2026-08-31
pharmacy-en-011,en,pharmacy,药品保健,Pharmacy,expense,Ibuprofen cost 30 yuan,30,CNY,pain reliever,anchor,2026-08-31,2026-08-31
pharmacy-en-012,en,pharmacy,药品保健,Pharmacy,expense,Digestive tablets were 15 bucks,15,CNY,digestive tablets,anchor,2026-08-31,2026-08-31
pharmacy-en-013,en,pharmacy,药品保健,Pharmacy,expense,"Cod liver oil in HK this Saturday, 150 HKD",150,HKD,cod liver oil,weekday:6,2026-09-05,2026-08-31
pharmacy-en-014,en,pharmacy,药品保健,Pharmacy,expense,Iodine swabs cost 10 yuan,10,CNY,wound supplies,anchor,2026-08-31,2026-08-31
pharmacy-en-015,en,pharmacy,药品保健,Pharmacy,expense,Glucosamine supplement was 198 bucks,198,CNY,glucosamine,anchor,2026-08-31,2026-08-31
pharmacy-en-016,en,pharmacy,药品保健,Pharmacy,expense,Birth control pills cost 45 yuan,45,CNY,birth control,anchor,2026-08-31,2026-08-31
pharmacy-en-017,en,pharmacy,药品保健,Pharmacy,expense,Melatonin was 89 bucks,89,CNY,melatonin,anchor,2026-08-31,2026-08-31
pharmacy-en-018,en,pharmacy,药品保健,Pharmacy,expense,Stomach pills in HK cost 80 HKD,80,HKD,stomach medicine,anchor,2026-08-31,2026-08-31
pharmacy-en-019,en,pharmacy,药品保健,Pharmacy,expense,Cold syrup on Aug 11 cost 58 yuan,58,CNY,cold medicine,ymd:2026-08-11,2026-08-11,2026-08-31
pharmacy-en-020,en,pharmacy,药品保健,Pharmacy,expense,Liver support pills were 128 bucks,128,CNY,liver supplement,anchor,2026-08-31,2026-08-31
pharmacy-en-021,en,pharmacy,药品保健,Pharmacy,expense,Medical masks box cost 25 yuan,25,CNY,face masks,anchor,2026-08-31,2026-08-31
pharmacy-en-022,en,pharmacy,药品保健,Pharmacy,expense,Blood glucose meter was 299 bucks,299,CNY,glucose meter,anchor,2026-08-31,2026-08-31
pharmacy-en-023,en,pharmacy,药品保健,Pharmacy,expense,Vitamin C in HK cost 100 HKD,100,HKD,vitamins,anchor,2026-08-31,2026-08-31
pharmacy-en-024,en,pharmacy,药品保健,Pharmacy,expense,Thermometer cost 15 yuan,15,CNY,thermometer,anchor,2026-08-31,2026-08-31
pharmacy-en-025,en,pharmacy,药品保健,Pharmacy,expense,Fish oil capsules were 168 bucks,168,CNY,fish oil,anchor,2026-08-31,2026-08-31
